regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Norte;RR;;14;;;;2021-01-07;1;605761;69326;146;793;4;;;
Norte;RR;;14;;;;2021-01-08;1;605761;69461;135;793;0;;;
Norte;RR;;14;;;;2021-01-09;1;605761;69640;179;793;0;;;
Norte;RR;;14;;;;2021-01-10;2;605761;69732;92;793;0;;;
Norte;RR;;14;;;;2021-01-11;2;605761;69785;53;793;0;;;
Norte;RR;;14;;;;2021-01-12;2;605761;69888;103;795;2;;;
Norte;RR;;14;;;;2021-01-13;2;605761;70086;198;800;5;;;
Norte;RR;;14;;;;2021-01-14;2;605761;70346;260;800;0;;;
Norte;RR;;14;;;;2021-01-15;2;605761;70475;129;805;5;;;
Norte;RR;;14;;;;2021-01-16;2;605761;70752;277;811;6;;;
Norte;RR;;14;;;;2021-01-17;3;605761;70948;196;811;0;;;
Norte;RR;;14;;;;2021-01-18;3;605761;71065;117;811;0;;;
Norte;RR;;14;;;;2021-01-19;3;605761;71232;167;816;5;;;
Norte;RR;;14;;;;2021-01-20;3;605761;71451;219;816;0;;;
Norte;RR;;14;;;;2021-01-21;3;605761;71583;132;819;3;;;
Norte;RR;;14;;;;2021-01-22;3;605761;71740;157;819;0;;;
Norte;RR;;14;;;;2021-01-23;3;605761;72127;387;821;2;;;
Norte;RR;;14;;;;2021-01-24;4;605761;72313;186;821;0;;;
Norte;RR;;14;;;;2021-01-25;4;605761;72462;149;821;0;;;
Norte;RR;;14;;;;2021-01-26;4;605761;72656;194;835;14;;;
Norte;RR;;14;;;;2021-01-27;4;605761;72921;265;837;2;;;
Norte;RR;;14;;;;2021-01-28;4;605761;73238;317;843;6;;;
Norte;RR;;14;;;;2021-01-29;4;605761;73654;416;849;6;;;
Norte;RR;;14;;;;2021-01-30;4;605761;73909;255;856;7;;;
Norte;RR;;14;;;;2021-01-31;5;605761;74115;206;856;0;;;
Norte;RR;;14;;;;2021-02-01;5;605761;74264;149;856;0;;;
Norte;RR;;14;;;;2021-02-02;5;605761;74367;103;857;1;;;
Norte;RR;;14;;;;2021-02-03;5;605761;74705;338;871;14;;;
Norte;RR;;14;;;;2021-02-04;5;605761;74960;255;880;9;;;
Norte;RR;;14;;;;2021-02-05;5;605761;75288;328;886;6;;;
Norte;RR;;14;;;;2021-02-06;5;605761;75492;204;896;10;;;
Norte;RR;;14;;;;2021-02-07;6;605761;75712;220;896;0;;;
Norte;RR;;14;;;;2021-02-08;6;605761;75820;108;896;0;;;
Norte;RR;;14;;;;2021-02-09;6;605761;76043;223;896;0;;;
Norte;RR;;14;;;;2021-02-10;6;605761;76327;284;924;28;;;
Norte;RR;;14;;;;2021-02-11;6;605761;76636;309;937;13;;;
Norte;RR;;14;;;;2021-02-12;6;605761;76973;337;962;25;;;
Norte;RR;;14;;;;2021-02-13;6;605761;77201;228;976;14;;;
Norte;RR;;14;;;;2021-02-14;7;605761;77460;259;976;0;;;
Norte;RR;;14;;;;2021-02-15;7;605761;77531;71;976;0;;;
Norte;RR;;14;;;;2021-02-16;7;605761;77697;166;995;19;;;
Norte;RR;;14;;;;2021-02-17;7;605761;78068;371;995;0;;;
Norte;RR;;14;;;;2021-02-18;7;605761;78394;326;1024;29;;;
Norte;RR;;14;;;;2021-02-19;7;605761;78822;428;1028;4;;;
Norte;RR;;14;;;;2021-02-20;7;605761;79444;622;1037;9;;;
Norte;RR;;14;;;;2021-02-21;8;605761;79606;162;1037;0;;;
Norte;RR;;14;;;;2021-02-22;8;605761;79818;212;1037;0;;;
Norte;RR;;14;;;;2021-02-23;8;605761;80097;279;1061;24;;;
Norte;RR;;14;;;;2021-02-24;8;605761;80472;375;1074;13;;;
Norte;RR;;14;;;;2021-02-25;8;605761;80923;451;1083;9;;;
Norte;RR;;14;;;;2021-02-26;8;605761;81281;358;1092;9;;;
Norte;RR;;14;;;;2021-02-27;8;605761;81776;495;1100;8;;;
Norte;RR;;14;;;;2021-02-28;9;605761;82049;273;1100;0;;;
Norte;RR;;14;;;;2021-03-01;9;605761;82126;77;1100;0;;;
Norte;RR;;14;;;;2021-03-02;9;605761;82217;91;1114;14;;;
Norte;RR;;14;;;;2021-03-03;9;605761;82612;395;1117;3;;;
Norte;RR;;14;;;;2021-03-04;9;605761;83097;485;1143;26;;;
Norte;RR;;14;;;;2021-03-05;9;605761;83452;355;1160;17;;;
Norte;RR;;14;;;;2021-03-06;9;605761;83745;293;1167;7;;;
Norte;RR;;14;;;;2021-03-07;10;605761;83846;101;1167;0;;;
Norte;RR;;14;;;;2021-03-08;10;605761;83869;23;1167;0;;;
Norte;RR;;14;;;;2021-03-09;10;605761;83869;0;1191;24;;;
Norte;RR;;14;;;;2021-03-10;10;605761;83922;53;1203;12;;;
Norte;RR;;14;;;;2021-03-11;10;605761;84909;987;1216;13;;;
Norte;RR;;14;;;;2021-03-12;10;605761;85242;333;1226;10;;;
Norte;RR;;14;;;;2021-03-13;10;605761;85572;330;1232;6;;;
Norte;RR;;14;;;;2021-03-14;11;605761;85767;195;1232;0;;;
Norte;RR;;14;;;;2021-03-15;11;605761;85856;89;1232;0;;;
Norte;RR;;14;;;;2021-03-16;11;605761;86022;166;1250;18;;;
Norte;RR;;14;;;;2021-03-17;11;605761;86382;360;1261;11;;;
Norte;RR;;14;;;;2021-03-18;11;605761;86683;301;1269;8;;;
Norte;RR;;14;;;;2021-03-19;11;605761;87032;349;1274;5;;;
Norte;RR;;14;;;;2021-03-20;11;605761;87354;322;1281;7;;;
Norte;RR;;14;;;;2021-03-21;12;605761;87554;200;1281;0;;;
Norte;RR;;14;;;;2021-03-22;12;605761;87649;95;1281;0;;;
Norte;RR;;14;;;;2021-03-23;12;605761;87866;217;1290;9;;;
Norte;RR;;14;;;;2021-03-24;12;605761;88157;291;1301;11;;;
Norte;RR;;14;;;;2021-03-25;12;605761;88458;301;1303;2;;;
Norte;RR;;14;;;;2021-03-26;12;605761;88707;249;1318;15;;;
Norte;RR;;14;;;;2021-03-27;12;605761;88980;273;1320;2;;;
Norte;RR;;14;;;;2021-03-28;13;605761;89116;136;1320;0;;;
Norte;RR;;14;;;;2021-03-29;13;605761;89164;48;1320;0;;;
Norte;RR;;14;;;;2021-03-30;13;605761;89164;0;1320;0;;;
Norte;RR;;14;;;;2021-03-31;13;605761;89525;361;1341;21;;;
Norte;RR;;14;;;;2021-04-01;13;605761;89853;328;1346;5;;;
Norte;RR;;14;;;;2021-04-02;13;605761;90109;256;1352;6;;;
Norte;RR;;14;;;;2021-04-03;13;605761;90276;167;1352;0;;;
Norte;RR;;14;;;;2021-04-04;14;605761;90350;74;1352;0;;;
Norte;RR;;14;;;;2021-04-05;14;605761;90371;21;1352;0;;;
Norte;RR;;14;;;;2021-04-06;14;605761;90582;211;1362;10;;;
Norte;RR;;14;;;;2021-04-07;14;605761;90765;183;1367;5;;;
Norte;RR;;14;;;;2021-04-08;14;605761;91036;271;1384;17;;;
Norte;RR;;14;;;;2021-04-09;14;605761;91302;266;1387;3;;;
Norte;RR;;14;;;;2021-04-10;14;605761;91616;314;1393;6;;;
Norte;RR;;14;;;;2021-04-11;15;605761;91782;166;1393;0;;;
Norte;RR;;14;;;;2021-04-12;15;605761;91849;67;1393;0;;;
Norte;RR;;14;;;;2021-04-13;15;605761;92099;250;1408;15;;;
Norte;RR;;14;;;;2021-04-14;15;605761;92512;413;1417;9;;;
Norte;RR;;14;;;;2021-04-15;15;605761;92902;390;1422;5;;;
Norte;RR;;14;;;;2021-04-16;15;605761;93259;357;1435;13;;;
Norte;RR;;14;;;;2021-04-17;15;605761;93574;315;1445;10;;;
Norte;RR;;14;;;;2021-04-18;16;605761;93752;178;1445;0;;;
Norte;RR;;14;;;;2021-04-19;16;605761;93790;38;1445;0;;;
Norte;RR;;14;;;;2021-04-20;16;605761;93957;167;1451;6;;;
Norte;RR;;14;;;;2021-04-21;16;605761;94270;313;1466;15;;;
Norte;RR;;14;;;;2021-04-22;16;605761;94566;296;1466;0;;;
Norte;RR;;14;;;;2021-04-23;16;605761;94769;203;1472;6;;;
Norte;RR;;14;;;;2021-04-24;16;605761;95027;258;1472;0;;;
Norte;RR;;14;;;;2021-04-25;17;605761;95223;196;1472;0;;;
Norte;RR;;14;;;;2021-04-26;17;605761;95308;85;1472;0;;;
Norte;RR;;14;;;;2021-04-27;17;605761;95484;176;1494;22;;;
Norte;RR;;14;;;;2021-04-28;17;605761;95735;251;1494;0;;;
Norte;RR;;14;;;;2021-04-29;17;605761;95983;248;1503;9;;;
Norte;RR;;14;;;;2021-04-30;17;605761;96316;333;1508;5;;;
Norte;RR;;14;;;;2021-05-01;17;605761;96576;260;1513;5;;;
Norte;RR;;14;;;;2021-05-02;18;605761;96732;156;1513;0;;;
Norte;RR;;14;;;;2021-05-03;18;605761;96771;39;1513;0;;;
Norte;RR;;14;;;;2021-05-04;18;605761;96966;195;1514;1;;;
Norte;RR;;14;;;;2021-05-05;18;605761;97212;246;1529;15;;;
Norte;RR;;14;;;;2021-05-06;18;605761;97540;328;1533;4;;;
Norte;RR;;14;;;;2021-05-07;18;605761;97913;373;1534;1;;;
Norte;RR;;14;;;;2021-05-08;18;605761;98152;239;1546;12;;;
Norte;RR;;14;;;;2021-05-09;19;605761;98343;191;1546;0;;;
Norte;RR;;14;;;;2021-05-10;19;605761;98372;29;1546;0;;;
Norte;RR;;14;;;;2021-05-11;19;605761;98575;203;1549;3;;;
Norte;RR;;14;;;;2021-05-12;19;605761;98875;300;1559;10;;;
Norte;RR;;14;;;;2021-05-13;19;605761;99155;280;1564;5;;;
Norte;RR;;14;;;;2021-05-14;19;605761;99459;304;1568;4;;;
Norte;RR;;14;;;;2021-05-15;19;605761;99768;309;1571;3;;;
Norte;RR;;14;;;;2021-05-16;20;605761;1e+05;232;1571;0;;;
Norte;RR;;14;;;;2021-05-17;20;605761;100084;84;1571;0;;;
Norte;RR;;14;;;;2021-05-18;20;605761;100254;170;1579;8;;;
Norte;RR;;14;;;;2021-05-19;20;605761;100700;446;1584;5;;;
Norte;RR;;14;;;;2021-05-20;20;605761;101004;304;1589;5;;;
Norte;RR;;14;;;;2021-05-21;20;605761;101398;394;1594;5;;;
Norte;RR;;14;;;;2021-05-22;20;605761;101797;399;1602;8;;;
Norte;RR;;14;;;;2021-05-23;21;605761;102019;222;1602;0;;;
Norte;RR;;14;;;;2021-05-24;21;605761;102102;83;1602;0;;;
Norte;RR;;14;;;;2021-05-25;21;605761;102289;187;1610;8;;;
Norte;RR;;14;;;;2021-05-26;21;605761;102582;293;1612;2;;;
Norte;RR;;14;;;;2021-05-27;21;605761;102812;230;1612;0;;;
Norte;RR;;14;;;;2021-05-28;21;605761;102930;118;1612;0;;;
Norte;RR;;14;;;;2021-05-29;21;605761;103222;292;1635;23;;;
Norte;RR;;14;;;;2021-05-30;22;605761;103423;201;1635;0;;;
Norte;RR;;14;;;;2021-05-31;22;605761;103506;83;1635;0;;;
Norte;RR;;14;;;;2021-06-01;22;605761;103836;330;1639;4;;;
Norte;RR;;14;;;;2021-06-02;22;605761;104182;346;1645;6;;;
Norte;RR;;14;;;;2021-06-03;22;605761;104504;322;1649;4;;;
Norte;RR;;14;;;;2021-06-04;22;605761;104588;84;1649;0;;;
Norte;RR;;14;;;;2021-06-05;22;605761;105032;444;1651;2;;;
Norte;RR;;14;;;;2021-06-06;23;605761;105230;198;1651;0;;;
Norte;RR;;14;;;;2021-06-07;23;605761;105373;143;1651;0;;;
Norte;RR;;14;;;;2021-06-08;23;605761;105425;52;1661;10;;;
Norte;RR;;14;;;;2021-06-09;23;605761;105445;20;1662;1;;;
Norte;RR;;14;;;;2021-06-10;23;605761;105517;72;1672;10;;;
Norte;RR;;14;;;;2021-06-11;23;605761;106895;1378;1677;5;;;
Norte;RR;;14;;;;2021-06-12;23;605761;107348;453;1679;2;;;
Norte;RR;;14;;;;2021-06-13;24;605761;107570;222;1679;0;;;
Norte;RR;;14;;;;2021-06-14;24;605761;107646;76;1679;0;;;
Norte;RR;;14;;;;2021-06-15;24;605761;107872;226;1680;1;;;
Norte;RR;;14;;;;2021-06-16;24;605761;108358;486;1688;8;;;
Norte;RR;;14;;;;2021-06-17;24;605761;108704;346;1692;4;;;
Norte;RR;;14;;;;2021-06-18;24;605761;109094;390;1700;8;;;
Norte;RR;;14;;;;2021-06-19;24;605761;109444;350;1704;4;;;
Norte;RR;;14;;;;2021-06-20;25;605761;109650;206;1704;0;;;
Norte;PA;;15;;;;2021-01-01;53;8602865;293802;262;7199;11;;;
Norte;PA;;15;;;;2021-01-02;53;8602865;293807;5;7209;10;;;
Norte;PA;;15;;;;2021-01-03;1;8602865;294010;203;7217;8;;;
Norte;PA;;15;;;;2021-01-04;1;8602865;294224;214;7223;6;;;
Norte;PA;;15;;;;2021-01-05;1;8602865;295439;1215;7235;12;;;
Norte;PA;;15;;;;2021-01-06;1;8602865;296752;1313;7247;12;;;
Norte;PA;;15;;;;2021-01-07;1;8602865;297974;1222;7263;16;;;
Norte;PA;;15;;;;2021-01-08;1;8602865;299045;1071;7280;17;;;
Norte;PA;;15;;;;2021-01-09;1;8602865;300454;1409;7292;12;;;
Norte;PA;;15;;;;2021-01-10;2;8602865;301501;1047;7304;12;;;
Norte;PA;;15;;;;2021-01-11;2;8602865;302125;624;7315;11;;;
Norte;PA;;15;;;;2021-01-12;2;8602865;303512;1387;7339;24;;;
Norte;PA;;15;;;;2021-01-13;2;8602865;305012;1500;7349;10;;;
Norte;PA;;15;;;;2021-01-14;2;8602865;306029;1017;7366;17;;;
Norte;PA;;15;;;;2021-01-15;2;8602865;307520;1491;7376;10;;;
Norte;PA;;15;;;;2021-01-16;2;8602865;308936;1416;7388;12;;;
Norte;PA;;15;;;;2021-01-17;3;8602865;309526;590;7397;9;;;
Norte;PA;;15;;;;2021-01-18;3;8602865;309816;290;7412;15;;;
Norte;PA;;15;;;;2021-01-19;3;8602865;311063;1247;7427;15;;;
Norte;PA;;15;;;;2021-01-20;3;8602865;312632;1569;7434;7;;;
Norte;PA;;15;;;;2021-01-21;3;8602865;314119;1487;7458;24;;;
Norte;PA;;15;;;;2021-01-22;3;8602865;316176;2057;7470;12;;;
Norte;PA;;15;;;;2021-01-23;3;8602865;317876;1700;7487;17;;;
Norte;PA;;15;;;;2021-01-24;4;8602865;318777;901;7499;12;;;
Norte;PA;;15;;;;2021-01-25;4;8602865;319545;768;7530;31;;;
Norte;PA;;15;;;;2021-01-26;4;8602865;320894;1349;7544;14;;;
Norte;PA;;15;;;;2021-01-27;4;8602865;323290;2396;7552;8;;;
Norte;PA;;15;;;;2021-01-28;4;8602865;325562;2272;7564;12;;;
Norte;PA;;15;;;;2021-01-29;4;8602865;327281;1719;7578;14;;;
Norte;PA;;15;;;;2021-01-30;4;8602865;328800;1519;7618;40;;;
Norte;PA;;15;;;;2021-01-31;5;8602865;329306;506;7636;18;;;
Norte;PA;;15;;;;2021-02-01;5;8602865;329486;180;7655;19;;;
Norte;PA;;15;;;;2021-02-02;5;8602865;331163;1677;7669;14;;;
Norte;PA;;15;;;;2021-02-03;5;8602865;333052;1889;7685;16;;;
Norte;PA;;15;;;;2021-02-04;5;8602865;334704;1652;7695;10;;;
Norte;PA;;15;;;;2021-02-05;5;8602865;336453;1749;7717;22;;;
Norte;PA;;15;;;;2021-02-06;5;8602865;338047;1594;7762;45;;;
Norte;PA;;15;;;;2021-02-07;6;8602865;338670;623;7807;45;;;
Norte;PA;;15;;;;2021-02-08;6;8602865;339273;603;7824;17;;;
Norte;PA;;15;;;;2021-02-09;6;8602865;341050;1777;7854;30;;;
Norte;PA;;15;;;;2021-02-10;6;8602865;342482;1432;7864;10;;;
Norte;PA;;15;;;;2021-02-11;6;8602865;344363;1881;7874;10;;;
Norte;PA;;15;;;;2021-02-12;6;8602865;346146;1783;7924;50;;;
Norte;PA;;15;;;;2021-02-13;6;8602865;347500;1354;7984;60;;;
Norte;PA;;15;;;;2021-02-14;7;8602865;347963;463;7999;15;;;
Norte;PA;;15;;;;2021-02-15;7;8602865;348448;485;8019;20;;;
Norte;PA;;15;;;;2021-02-16;7;8602865;349671;1223;8064;45;;;
Norte;PA;;15;;;;2021-02-17;7;8602865;350338;667;8074;10;;;
Norte;PA;;15;;;;2021-02-18;7;8602865;351472;1134;8087;13;;;
Norte;PA;;15;;;;2021-02-19;7;8602865;353036;1564;8163;76;;;
Norte;PA;;15;;;;2021-02-20;7;8602865;354587;1551;8266;103;;;
Norte;PA;;15;;;;2021-02-21;8;8602865;355128;541;8278;12;;;
Norte;PA;;15;;;;2021-02-22;8;8602865;355745;617;8322;44;;;
Norte;PA;;15;;;;2021-02-23;8;8602865;357595;1850;8353;31;;;
Norte;PA;;15;;;;2021-02-24;8;8602865;359289;1694;8383;30;;;
Norte;PA;;15;;;;2021-02-25;8;8602865;360629;1340;8435;52;;;
Norte;PA;;15;;;;2021-02-26;8;8602865;362488;1859;8519;84;;;
Norte;PA;;15;;;;2021-02-27;8;8602865;363916;1428;8577;58;;;
Norte;PA;;15;;;;2021-02-28;9;8602865;364643;727;8591;14;;;
Norte;PA;;15;;;;2021-03-01;9;8602865;365411;768;8643;52;;;
Norte;PA;;15;;;;2021-03-02;9;8602865;366613;1202;8675;32;;;
Norte;PA;;15;;;;2021-03-03;9;8602865;368310;1697;8709;34;;;
Norte;PA;;15;;;;2021-03-04;9;8602865;369880;1570;8757;48;;;
Norte;PA;;15;;;;2021-03-05;9;8602865;371227;1347;8819;62;;;
Norte;PA;;15;;;;2021-03-06;9;8602865;372488;1261;8875;56;;;
Norte;PA;;15;;;;2021-03-07;10;8602865;373041;553;8930;55;;;
Norte;PA;;15;;;;2021-03-08;10;8602865;373643;602;8968;38;;;
Norte;PA;;15;;;;2021-03-09;10;8602865;374931;1288;9008;40;;;
Norte;PA;;15;;;;2021-03-10;10;8602865;377051;2120;9084;76;;;
Norte;PA;;15;;;;2021-03-11;10;8602865;379196;2145;9171;87;;;
Norte;PA;;15;;;;2021-03-12;10;8602865;380924;1728;9244;73;;;
Norte;PA;;15;;;;2021-03-13;10;8602865;382212;1288;9290;46;;;
Norte;PA;;15;;;;2021-03-14;11;8602865;382872;660;9329;39;;;
Norte;PA;;15;;;;2021-03-15;11;8602865;383704;832;9374;45;;;
Norte;PA;;15;;;;2021-03-16;11;8602865;385536;1832;9427;53;;;
Norte;PA;;15;;;;2021-03-17;11;8602865;387960;2424;9499;72;;;
Norte;PA;;15;;;;2021-03-18;11;8602865;390874;2914;9634;135;;;
Norte;PA;;15;;;;2021-03-19;11;8602865;393675;2801;9682;48;;;
Norte;PA;;15;;;;2021-03-20;11;8602865;396302;2627;9742;60;;;
Norte;PA;;15;;;;2021-03-21;12;8602865;397224;922;9796;54;;;
Norte;PA;;15;;;;2021-03-22;12;8602865;397829;605;9837;41;;;
Norte;PA;;15;;;;2021-03-23;12;8602865;400523;2694;9899;62;;;
Norte;PA;;15;;;;2021-03-24;12;8602865;403353;2830;9971;72;;;
Norte;PA;;15;;;;2021-03-25;12;8602865;406050;2697;10011;40;;;
Norte;PA;;15;;;;2021-03-26;12;8602865;408924;2874;10111;100;;;
Norte;PA;;15;;;;2021-03-27;12;8602865;411363;2439;10192;81;;;
Norte;PA;;15;;;;2021-03-28;13;8602865;412122;759;10252;60;;;
Norte;PA;;15;;;;2021-03-29;13;8602865;412742;620;10313;61;;;
Norte;PA;;15;;;;2021-03-30;13;8602865;414986;2244;10375;62;;;
Norte;PA;;15;;;;2021-03-31;13;8602865;417523;2537;10426;51;;;
Norte;PA;;15;;;;2021-04-01;13;8602865;420372;2849;10503;77;;;
Norte;PA;;15;;;;2021-04-02;13;8602865;421966;1594;10619;116;;;
Norte;PA;;15;;;;2021-04-03;13;8602865;422442;476;10693;74;;;
Norte;PA;;15;;;;2021-04-04;14;8602865;422995;553;10727;34;;;
Norte;PA;;15;;;;2021-04-05;14;8602865;423691;696;10778;51;;;
Norte;PA;;15;;;;2021-04-06;14;8602865;426204;2513;10825;47;;;
Norte;PA;;15;;;;2021-04-07;14;8602865;428880;2676;10880;55;;;
Norte;PA;;15;;;;2021-04-08;14;8602865;431636;2756;10975;95;;;
Norte;PA;;15;;;;2021-04-09;14;8602865;434386;2750;11062;87;;;
Norte;PA;;15;;;;2021-04-10;14;8602865;437092;2706;11143;81;;;
Norte;PA;;15;;;;2021-04-11;15;8602865;437805;713;11200;57;;;
Norte;PA;;15;;;;2021-04-12;15;8602865;438251;446;11251;51;;;
Norte;PA;;15;;;;2021-04-13;15;8602865;440950;2699;11328;77;;;
Norte;PA;;15;;;;2021-04-14;15;8602865;443191;2241;11443;115;;;
Norte;PA;;15;;;;2021-04-15;15;8602865;445864;2673;11555;112;;;
Norte;PA;;15;;;;2021-04-16;15;8602865;448256;2392;11635;80;;;
Norte;PA;;15;;;;2021-04-17;15;8602865;450277;2021;11751;116;;;
Norte;PA;;15;;;;2021-04-18;16;8602865;450872;595;11866;115;;;
Norte;PA;;15;;;;2021-04-19;16;8602865;451192;320;11900;34;;;
Norte;PA;;15;;;;2021-04-20;16;8602865;453979;2787;12019;119;;;
Norte;PA;;15;;;;2021-04-21;16;8602865;456628;2649;12165;146;;;
Norte;PA;;15;;;;2021-04-22;16;8602865;457961;1333;12263;98;;;
Norte;PA;;15;;;;2021-04-23;16;8602865;460306;2345;12354;91;;;
Norte;PA;;15;;;;2021-04-24;16;8602865;462294;1988;12442;88;;;
Norte;PA;;15;;;;2021-04-25;17;8602865;462843;549;12504;62;;;
Norte;PA;;15;;;;2021-04-26;17;8602865;462976;133;12572;68;;;
Norte;PA;;15;;;;2021-04-27;17;8602865;464068;1092;12664;92;;;
Norte;PA;;15;;;;2021-04-28;17;8602865;466894;2826;12794;130;;;
Norte;PA;;15;;;;2021-04-29;17;8602865;469524;2630;12884;90;;;
Norte;PA;;15;;;;2021-04-30;17;8602865;471559;2035;12981;97;;;
Norte;PA;;15;;;;2021-05-01;17;8602865;472986;1427;13083;102;;;
Norte;PA;;15;;;;2021-05-02;18;8602865;473539;553;13125;42;;;
Norte;PA;;15;;;;2021-05-03;18;8602865;474018;479;13163;38;;;
Norte;PA;;15;;;;2021-05-04;18;8602865;475744;1726;13204;41;;;
Norte;PA;;15;;;;2021-05-05;18;8602865;477743;1999;13326;122;;;
Norte;PA;;15;;;;2021-05-06;18;8602865;480129;2386;13391;65;;;
Norte;PA;;15;;;;2021-05-07;18;8602865;481963;1834;13453;62;;;
Norte;PA;;15;;;;2021-05-08;18;8602865;483623;1660;13511;58;;;
Norte;PA;;15;;;;2021-05-09;19;8602865;484675;1052;13540;29;;;
Norte;PA;;15;;;;2021-05-10;19;8602865;484963;288;13559;19;;;
Norte;PA;;15;;;;2021-05-11;19;8602865;486610;1647;13611;52;;;
Norte;PA;;15;;;;2021-05-12;19;8602865;488968;2358;13675;64;;;
Norte;PA;;15;;;;2021-05-13;19;8602865;491746;2778;13779;104;;;
Norte;PA;;15;;;;2021-05-14;19;8602865;494328;2582;13828;49;;;
Norte;PA;;15;;;;2021-05-15;19;8602865;496924;2596;13886;58;;;
Norte;PA;;15;;;;2021-05-16;20;8602865;498508;1584;13947;61;;;
Norte;PA;;15;;;;2021-05-17;20;8602865;499176;668;13961;14;;;
Norte;PA;;15;;;;2021-05-18;20;8602865;501407;2231;14016;55;;;
Norte;PA;;15;;;;2021-05-19;20;8602865;503349;1942;14080;64;;;
Norte;PA;;15;;;;2021-05-20;20;8602865;505239;1890;14115;35;;;
Norte;PA;;15;;;;2021-05-21;20;8602865;506810;1571;14178;63;;;
Norte;PA;;15;;;;2021-05-22;20;8602865;508274;1464;14212;34;;;
Norte;PA;;15;;;;2021-05-23;21;8602865;508448;174;14233;21;;;
Norte;PA;;15;;;;2021-05-24;21;8602865;508726;278;14264;31;;;
Norte;PA;;15;;;;2021-05-25;21;8602865;509926;1200;14304;40;;;
Norte;PA;;15;;;;2021-05-26;21;8602865;511821;1895;14367;63;;;
Norte;PA;;15;;;;2021-05-27;21;8602865;513477;1656;14419;52;;;
Norte;PA;;15;;;;2021-05-28;21;8602865;514862;1385;14447;28;;;
Norte;PA;;15;;;;2021-05-29;21;8602865;516277;1415;14478;31;;;
Norte;PA;;15;;;;2021-05-30;22;8602865;516561;284;14497;19;;;
Norte;PA;;15;;;;2021-05-31;22;8602865;516614;53;14504;7;;;
Norte;PA;;15;;;;2021-06-01;22;8602865;518002;1388;14523;19;;;
Norte;PA;;15;;;;2021-06-02;22;8602865;519934;1932;14577;54;;;
Norte;PA;;15;;;;2021-06-03;22;8602865;521726;1792;14627;50;;;
Norte;PA;;15;;;;2021-06-04;22;8602865;522054;328;14646;19;;;
Norte;PA;;15;;;;2021-06-05;22;8602865;523063;1009;14679;33;;;
Norte;PA;;15;;;;2021-06-06;23;8602865;523439;376;14705;26;;;
Norte;PA;;15;;;;2021-06-07;23;8602865;523602;163;14724;19;;;
Norte;PA;;15;;;;2021-06-08;23;8602865;525675;2073;14764;40;;;
Norte;PA;;15;;;;2021-06-09;23;8602865;528206;2531;14814;50;;;
Norte;PA;;15;;;;2021-06-10;23;8602865;530248;2042;14864;50;;;
Norte;PA;;15;;;;2021-06-11;23;8602865;531958;1710;14920;56;;;
Norte;PA;;15;;;;2021-06-12;23;8602865;533496;1538;14946;26;;;
Norte;PA;;15;;;;2021-06-13;24;8602865;533944;448;14959;13;;;
Norte;PA;;15;;;;2021-06-14;24;8602865;534072;128;14972;13;;;
Norte;PA;;15;;;;2021-06-15;24;8602865;535640;1568;15005;33;;;
Norte;PA;;15;;;;2021-06-16;24;8602865;537169;1529;15052;47;;;
Norte;PA;;15;;;;2021-06-17;24;8602865;539069;1900;15092;40;;;
Norte;PA;;15;;;;2021-06-18;24;8602865;540548;1479;15148;56;;;
Norte;PA;;15;;;;2021-06-19;24;8602865;541833;1285;15183;35;;;
Norte;PA;;15;;;;2021-06-20;25;8602865;542008;175;15189;6;;;
Norte;AP;;16;;;;2021-01-01;53;845731;68361;160;926;1;;;
Norte;AP;;16;;;;2021-01-02;53;845731;68441;80;927;1;;;
Norte;AP;;16;;;;2021-01-03;1;845731;68568;127;927;0;;;
Norte;AP;;16;;;;2021-01-04;1;845731;68775;207;936;9;;;
Norte;AP;;16;;;;2021-01-05;1;845731;69096;321;943;7;;;
Norte;AP;;16;;;;2021-01-06;1;845731;69469;373;950;7;;;
Norte;AP;;16;;;;2021-01-07;1;845731;69874;405;956;6;;;
Norte;AP;;16;;;;2021-01-08;1;845731;70344;470;962;6;;;
Norte;AP;;16;;;;2021-01-09;1;845731;70676;332;969;7;;;
Norte;AP;;16;;;;2021-01-10;2;845731;70902;226;969;0;;;
Norte;AP;;16;;;;2021-01-11;2;845731;71287;385;976;7;;;
Norte;AP;;16;;;;2021-01-12;2;845731;71689;402;981;5;;;
Norte;AP;;16;;;;2021-01-13;2;845731;72049;360;987;6;;;
Norte;AP;;16;;;;2021-01-14;2;845731;72422;373;991;4;;;
Norte;AP;;16;;;;2021-01-15;2;845731;72824;402;994;3;;;
Norte;AP;;16;;;;2021-01-16;2;845731;73213;389;996;2;;;
Norte;AP;;16;;;;2021-01-17;3;845731;73417;204;996;0;;;
Norte;AP;;16;;;;2021-01-18;3;845731;73626;209;1005;9;;;
Norte;AP;;16;;;;2021-01-19;3;845731;74045;419;1010;5;;;
Norte;AP;;16;;;;2021-01-20;3;845731;74310;265;1016;6;;;
Norte;AP;;16;;;;2021-01-21;3;845731;74535;225;1019;3;;;
Norte;AP;;16;;;;2021-01-22;3;845731;74874;339;1022;3;;;
Norte;AP;;16;;;;2021-01-23;3;845731;75054;180;1025;3;;;
